Name,year,iso_code,population,gdp,co2,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,primary_energy_consumption
Japan,2012,JPN,127928283.0,4530170000000.0,1305.998,450.458,564.639,255.914,35.573,21.362,1343.008,5615.884
Japan,2013,JPN,127723641.0,4621010000000.0,1315.298,481.655,541.959,255.328,35.429,21.551,1354.839,5575.617
Japan,2014,JPN,127486600.0,4634690000000.0,1263.806,473.225,497.145,257.329,34.227,21.104,1304.437,5431.217
Japan,2015,JPN,127275868.0,4707030000000.0,1223.199,466.243,476.886,245.234,33.483,20.743,1263.848,5363.93
Japan,2016,JPN,127159949.0,4742510000000.0,1203.184,457.145,460.518,250.763,32.914,20.249,1241.284,5295.605
Japan,2017,JPN,127064685.0,4821960000000.0,1187.484,459.108,448.259,244.803,32.85,20.301,1228.456,5354.677
Japan,2018,JPN,126913433.0,4852990000000.0,1142.481,442.511,431.787,233.268,32.156,19.817,1185.511,5316.556
Japan,2019,JPN,126699422.0,4833470000000.0,1105.478,432.809,415.812,223.405,31.572,19.628,1146.365,5205.537
Japan,2020,JPN,126304536.0,4626660000000.0,1040.483,399.497,387.124,221.932,31.029,19.177,1082.978,4825.249
Japan,2021,JPN,125679341.0,4725880000000.0,1061.905,427.989,390.515,211.002,30.82,19.589,1105.844,5037.481
Japan,2022,JPN,124997586.0,4774490000000.0,1032.687,417.193,384.784,199.73,30.554,19.734,1075.8,5004.881
Jordan,2008,JOR,6989874.0,72788639744.0,20.718,0.0,12.916,6.236,4.29,1.243,26.839,82.449
Jordan,2009,JOR,7141763.0,76172492800.0,21.337,0.0,12.883,7.061,4.274,1.206,26.861,85.744
Jordan,2010,JOR,7297045.0,77493878784.0,20.615,0.0,13.971,5.236,4.459,1.244,26.675,89.246
Jordan,2011,JOR,7480430.0,79441952768.0,21.244,0.0,18.25,1.997,4.83,1.293,28.39,93.454
Jordan,2012,JOR,7587134.0,81371594752.0,23.815,0.0,20.893,1.509,5.059,1.354,31.002,99.17
Jordan,2013,JOR,7991812.0,83495395328.0,23.818,0.832,19.65,1.869,5.166,1.466,31.174,98.468
Jordan,2014,JOR,8791715.0,86320881664.0,25.899,1.315,22.424,0.619,5.454,1.504,33.441,101.034
Jordan,2015,JOR,9544730.0,88475443200.0,25.55,0.66,19.313,4.005,5.72,1.56,33.34,109.157
Jordan,2016,JOR,10006368.0,90239647744.0,24.698,0.901,15.235,6.98,6.001,1.537,32.273,116.346
Jordan,2017,JOR,10234227.0,92472172544.0,25.814,0.733,15.416,8.03,6.073,1.534,33.701,120.371
Jordan,2018,JOR,10462310.0,94246715392.0,25.142,0.769,14.781,7.867,6.193,1.522,33.223,117.5
Jordan,2019,JOR,10671892.0,96062849024.0,24.747,0.784,14.892,7.858,6.334,1.504,32.614,120.448
Jordan,2020,JOR,10865231.0,94554669056.0,20.96,0.773,11.668,7.36,6.489,1.46,28.821,107.517
Jordan,2021,JOR,11066358.0,96661340160.0,20.639,0.7,12.573,6.065,6.636,1.54,28.618,102.376
Kazakhstan,1985,KAZ,16031088.0,182290000000.0,253.065,166.709,67.1,16.141,76.529,15.567,403.329,796.027
Kazakhstan,1986,KAZ,16262698.0,184592000000.0,258.059,176.029,60.874,18.317,76.23,15.849,405.904,814.251
Kazakhstan,1987,KAZ,16527719.0,183469000000.0,256.619,181.544,51.448,21.026,75.213,16.259,398.273,832.595
Kazakhstan,1988,KAZ,16781168.0,198630000000.0,273.668,195.431,52.281,22.205,74.009,16.035,410.708,862.957
Kazakhstan,1989,KAZ,16997012.0,197669000000.0,264.541,185.85,52.592,22.569,75.707,15.443,399.372,849.496
Kazakhstan,1990,KAZ,17154060.0,194941000000.0,268.173,174.96,56.224,27.623,74.285,17.601,401.481,859.425
Kazakhstan,1991,KAZ,17278604.0,174430000000.0,261.066,172.459,53.053,26.353,71.13,16.329,391.127,858.537
Kazakhstan,1992,KAZ,17332623.0,166044000000.0,236.131,161.639,39.998,25.901,69.495,16.149,359.743,847.475
Kazakhstan,1993,KAZ,17274487.0,151573000000.0,208.217,144.463,32.821,23.612,64.659,14.66,314.747,748.154
Kazakhstan,1994,KAZ,17043775.0,133222000000.0,174.933,118.959,27.376,22.34,54.287,13.709,271.046,666.421
Kazakhstan,1995,KAZ,16730541.0,122951000000.0,168.286,115.983,28.389,17.818,45.84,11.631,217.279,598.716
Kazakhstan,1996,KAZ,16416036.0,124226000000.0,154.505,104.428,27.954,15.873,41.708,10.186,199.234,521.202
Kazakhstan,1997,KAZ,16043250.0,127006000000.0,146.425,95.23,29.517,14.991,38.728,8.881,184.456,459.578
Kazakhstan,1998,KAZ,15647789.0,125252000000.0,144.283,92.467,29.571,14.334,35.439,7.849,180.659,433.003
Kazakhstan,1999,KAZ,15455878.0,129323000000.0,119.265,82.604,19.008,9.787,32.61,7.164,120.149,406.961
Kazakhstan,2000,KAZ,15501107.0,142758000000.0,143.38,95.888,24.186,14.543,35.796,6.998,146.772,369.747
Kazakhstan,2001,KAZ,15575551.0,162896000000.0,138.769,94.084,23.191,11.171,36.752,7.664,132.101,416.192
Kazakhstan,2002,KAZ,15656677.0,179807000000.0,157.525,95.936,35.154,14.308,41.916,12.165,172.432,423.944
Kazakhstan,2003,KAZ,15747379.0,197584000000.0,175.855,107.128,38.996,16.178,42.167,8.974,194.386,464.691
Kazakhstan,2004,KAZ,15850164.0,217713000000.0,186.356,113.473,40.839,17.449,46.114,10.008,214.692,490.623
Kazakhstan,2005,KAZ,15968118.0,240060000000.0,200.042,114.203,51.2,18.731,47.907,10.387,233.773,504.625
Kazakhstan,2006,KAZ,16103717.0,267135000000.0,220.575,119.93,54.973,28.132,51.419,11.351,261.422,543.391
Kazakhstan,2007,KAZ,16257212.0,292457000000.0,226.745,130.464,54.883,24.152,52.088,10.432,276.018,602.888
Kazakhstan,2008,KAZ,16426527.0,303717000000.0,226.831,125.724,52.088,30.457,57.396,10.929,307.05,635.432
Kazakhstan,2009,KAZ,16619850.0,309012000000.0,224.55,136.786,38.988,30.439,57.272,9.929,313.551,569.006
Kazakhstan,2010,KAZ,16836809.0,333342000000.0,248.803,144.713,51.174,34.219,61.876,11.483,383.552,611.195
Kazakhstan,2011,KAZ,17065997.0,360245000000.0,238.988,142.33,38.942,38.639,61.002,10.395,343.885,694.016
Kazakhstan,2012,KAZ,17306114.0,378261000000.0,246.345,153.52,38.757,34.554,62.826,10.271,350.964,729.853
Kazakhstan,2013,KAZ,17556502.0,400574000000.0,255.165,151.774,48.945,31.292,62.62,9.368,353.409,731.605
Kazakhstan,2014,KAZ,17816285.0,417799000000.0,274.29,169.38,39.208,43.88,62.937,10.675,377.429,769.111
Kazakhstan,2015,KAZ,18084173.0,421977000000.0,278.661,162.679,40.164,52.949,55.732,11.073,369.324,635.91
Kazakhstan,2016,KAZ,18363601.0,425775000000.0,277.696,161.584,41.637,55.002,57.249,10.137,365.513,711.327
Kazakhstan,2017,KAZ,18651930.0,442384000000.0,293.476,167.008,43.554,63.068,65.753,13.652,393.25,764.926
Kazakhstan,2018,KAZ,18932725.0,460522000000.0,307.174,171.593,47.361,68.929,65.889,11.054,398.599,789.197
Kazakhstan,2019,KAZ,19209556.0,481246000000.0,275.29,160.088,47.309,50.328,64.691,12.012,368.734,798.712
Kazakhstan,2020,KAZ,19482117.0,468733000000.0,255.486,165.769,39.694,32.542,62.627,11.746,346.583,735.937
Kazakhstan,2021,KAZ,19743607.0,487951000000.0,255.143,148.46,49.533,37.011,60.807,12.321,342.874,822.205
Kazakhstan,2022,KAZ,20034612.0,503634000000.0,254.414,149.123,48.716,36.438,61.478,12.918,342.387,819.283
Kuwait,1980,KWT,1504788.0,28976093184.0,24.616,0.0,6.5,13.945,22.624,0.396,47.643,84.724
Kuwait,1981,KWT,1583426.0,23490748416.0,25.14,0.0,11.014,11.52,16.492,0.431,42.069,108.709
Kuwait,1982,KWT,1662488.0,20732805120.0,21.09,0.0,10.386,8.799,12.971,0.483,34.553,106.922
Kuwait,1983,KWT,1744301.0,22378727424.0,21.541,0.0,9.867,9.666,15.944,0.508,38.005,118.033
Kuwait,1984,KWT,1820693.0,23551125504.0,28.285,0.0,15.733,10.461,17.359,0.492,46.147,125.782
Kuwait,1985,KWT,1894254.0,22552705024.0,29.07,0.0,16.23,10.396,16.237,0.569,45.889,120.555
Kuwait,1986,KWT,1972520.0,24471404544.0,35.23,0.0,19.987,13.454,19.741,0.573,55.559,138.048
Kuwait,1987,KWT,2053007.0,23484702720.0,31.378,0.0,15.147,14.447,21.203,0.611,53.208,127.516
Kuwait,1988,KWT,2134707.0,24303263744.0,32.825,0.0,16.422,14.293,22.219,0.663,55.722,143.994
Kuwait,1989,KWT,2217471.0,26123149312.0,35.772,0.0,15.836,17.353,25.935,0.74,62.46,155.05
Kuwait,1990,KWT,1684833.0,20899600384.0,37.807,0.0,22.117,13.969,16.795,0.415,55.031,91.493
Kuwait,1992,KWT,1634968.0,18278670336.0,29.648,0.0,21.02,7.449,17.267,0.344,47.274,81.675
Kuwait,1993,KWT,1672159.0,29845168128.0,49.129,0.0,33.357,15.184,27.233,0.398,76.772,100.173
Kuwait,1994,KWT,1664372.0,38842908672.0,57.197,0.0,39.278,14.583,29.096,0.456,86.758,116.934
Kuwait,1995,KWT,1681518.0,46090592256.0,56.128,0.0,35.035,17.811,27.249,0.482,83.867,150.55
Kuwait,1996,KWT,1730255.0,51809718272.0,51.627,0.0,30.301,17.855,28.253,0.538,80.422,149.02
Kuwait,1997,KWT,1787692.0,57062985728.0,56.621,0.0,35.105,17.792,30.694,0.584,87.906,155.051
Kuwait,1998,KWT,1844306.0,62305861632.0,52.812,0.0,32.092,17.981,27.199,0.636,80.666,190.984
Kuwait,1999,KWT,1900035.0,64236404736.0,54.978,0.0,35.928,16.456,25.702,0.696,81.412,198.265
Kuwait,2000,KWT,1954713.0,71053967360.0,54.89,0.0,31.277,20.686,29.138,0.634,84.704,211.943
Kuwait,2001,KWT,2008127.0,75867439104.0,59.051,0.0,36.28,20.241,27.446,0.641,87.18,214.305
Kuwait,2002,KWT,2059983.0,83636158464.0,59.986,0.0,38.798,18.151,27.738,0.685,88.449,226.83
Kuwait,2003,KWT,2109887.0,104974000000.0,62.336,0.0,37.296,21.152,33.746,0.697,96.81,271.091
Kuwait,2004,KWT,2157328.0,123478000000.0,65.631,0.0,38.926,22.764,33.677,0.701,100.032,302.865
Kuwait,2005,KWT,2236797.0,142800000000.0,74.428,0.001,44.888,25.527,36.046,0.76,111.253,334.093
Kuwait,2006,KWT,2364741.0,159620000000.0,76.05,0.002,45.881,26.234,36.414,0.769,113.25,321.131
Kuwait,2007,KWT,2507891.0,174546000000.0,77.16,0.002,48.059,25.539,34.066,0.775,112.018,311.961
Kuwait,2008,KWT,2651433.0,183756000000.0,84.282,0.001,54.363,26.619,33.257,0.823,118.38,337.758
Kuwait,2009,KWT,2795490.0,175302000000.0,88.719,0.002,61.749,24.102,30.519,0.881,120.138,342.904
Kuwait,2010,KWT,2943372.0,176037000000.0,90.873,0.003,60.005,28.132,30.752,0.884,122.525,392.964
Kuwait,2011,KWT,3132816.0,201229000000.0,87.968,0.051,52.191,32.857,34.119,0.912,123.018,394.17
Kuwait,2012,KWT,3337025.0,214560000000.0,102.298,0.532,64.072,34.731,36.958,0.932,140.204,397.862
Kuwait,2013,KWT,3507754.0,217030000000.0,84.313,0.589,45.675,34.566,37.213,0.977,122.516,424.328
Kuwait,2014,KWT,3665769.0,218113000000.0,76.435,0.811,37.721,34.28,36.77,0.98,114.194,413.653
Kuwait,2015,KWT,3834464.0,219406000000.0,94.508,0.847,51.838,39.066,37.752,0.997,133.264,444.583
Kuwait,2016,KWT,4003976.0,225826000000.0,109.905,0.778,64.391,41.257,38.963,1.022,149.897,442.969
Kuwait,2017,KWT,4154685.0,215180000000.0,103.95,0.534,58.811,41.931,37.292,1.052,142.298,445.476
Kuwait,2018,KWT,4323388.0,220424000000.0,106.723,0.746,60.383,42.77,37.991,1.069,145.786,459.946
Kuwait,2019,KWT,4442202.0,219208000000.0,108.549,0.578,58.968,46.265,38.243,1.077,147.872,420.261
Kuwait,2020,KWT,4400146.0,199797000000.0,95.655,0.163,41.229,51.686,37.586,1.07,134.314,397.881
Kuwait,2021,KWT,4360749.0,202410000000.0,95.13,0.278,38.259,54.099,37.636,1.092,133.861,424.15
Kuwait,2022,KWT,4589514.0,218961000000.0,97.461,0.337,35.501,59.306,40.831,1.13,139.424,432.4
Kyrgyzstan,1992,KGZ,4600309.0,19580870656.0,11.042,3.814,3.686,3.074,5.266,1.991,21.938,82.738
Kyrgyzstan,1993,KGZ,4626809.0,16865849344.0,8.468,3.437,2.429,2.316,4.902,1.794,19.097,72.467
Kyrgyzstan,1994,KGZ,4649190.0,13389775872.0,6.144,3.424,0.825,1.716,4.39,1.554,17.395,64.11
Kyrgyzstan,1995,KGZ,4713639.0,12537052160.0,4.507,1.246,1.396,1.729,3.766,1.268,14.518,54.608
Kyrgyzstan,1996,KGZ,4782884.0,13289582592.0,5.652,1.854,1.543,2.023,3.605,1.227,14.651,67.995
Kyrgyzstan,1997,KGZ,4847998.0,14463585280.0,5.561,1.942,1.674,1.663,4.234,1.187,15.173,64.12
Kyrgyzstan,1998,KGZ,4907792.0,14624137216.0,5.901,1.938,1.707,1.953,4.247,1.227,15.899,64.351
Kyrgyzstan,1999,KGZ,4968592.0,15009645568.0,4.642,1.916,1.411,1.15,4.331,1.231,13.877,69.226
Kyrgyzstan,2000,KGZ,5025151.0,15667564544.0,4.575,1.865,1.205,1.312,4.43,1.235,13.707,69.966
Kyrgyzstan,2001,KGZ,5071961.0,16336534528.0,3.857,1.229,1.086,1.342,4.471,1.253,12.723,66.388
Kyrgyzstan,2002,KGZ,5116253.0,16170496000.0,4.917,1.986,1.004,1.7,4.553,1.16,13.832,56.687
Kyrgyzstan,2003,KGZ,5159422.0,17135753216.0,5.376,2.407,1.246,1.403,4.579,1.299,14.016,59.906
Kyrgyzstan,2004,KGZ,5203048.0,18155687936.0,5.808,2.363,1.543,1.532,4.588,1.286,13.75,61.144
Kyrgyzstan,2005,KGZ,5246337.0,17942167552.0,5.519,2.319,1.37,1.414,4.662,1.323,13.431,57.57
Kyrgyzstan,2006,KGZ,5282453.0,18316466176.0,5.461,2.226,1.272,1.478,4.473,1.331,13.045,58.669
Kyrgyzstan,2007,KGZ,5313373.0,19684075520.0,6.522,2.305,2.235,1.473,4.577,1.393,14.181,64.386
Kyrgyzstan,2008,KGZ,5342531.0,20960395264.0,7.481,3.193,2.423,1.43,4.785,1.423,15.138,61.474
Kyrgyzstan,2009,KGZ,5398013.0,21348200448.0,6.709,2.752,3.122,0.623,5.081,1.554,14.658,62.067
Kyrgyzstan,2010,KGZ,5491763.0,21037148160.0,6.356,2.682,2.755,0.564,5.202,1.555,14.787,59.424
Kyrgyzstan,2011,KGZ,5594537.0,22069321728.0,7.62,2.865,3.638,0.638,5.897,1.605,16.467,67.648
Kyrgyzstan,2012,KGZ,5696519.0,22049906688.0,10.087,4.016,4.672,0.817,5.463,1.677,18.665,76.529
Kyrgyzstan,2013,KGZ,5797296.0,24456652800.0,9.734,3.576,4.796,0.627,6.011,1.747,19.073,71.866
Kyrgyzstan,2014,KGZ,5898324.0,25440782336.0,10.236,4.503,4.4,0.517,6.659,1.79,20.115,73.128
Kyrgyzstan,2015,KGZ,6001876.0,26426865664.0,10.265,4.338,4.719,0.524,6.769,1.702,20.269,65.64
Kyrgyzstan,2016,KGZ,6108460.0,27572738048.0,9.622,3.481,4.99,0.546,7.08,1.72,19.856,66.994
Kyrgyzstan,2017,KGZ,6220146.0,28879683584.0,9.361,3.389,4.708,0.579,7.268,1.685,19.5,69.386
Kyrgyzstan,2018,KGZ,6341733.0,29878638592.0,11.172,4.041,5.573,0.641,7.536,1.812,21.531,73.306
Kyrgyzstan,2019,KGZ,6494036.0,31253354496.0,9.043,3.169,4.331,0.619,7.68,1.84,19.55,66.918
Kyrgyzstan,2020,KGZ,6664142.0,28560252928.0,8.348,3.174,3.636,0.649,7.774,1.874,18.796,67.075
Kyrgyzstan,2021,KGZ,6820483.0,29628979200.0,10.327,4.156,4.233,0.766,7.821,1.868,20.841,60.542
Latvia,1985,LVA,2579236.0,37201219584.0,25.797,3.174,18.463,3.775,4.027,3.522,34.815,106.289
Latvia,1986,LVA,2599784.0,38189518848.0,23.59,4.025,15.475,3.7,4.019,3.581,32.472,98.769
Latvia,1987,LVA,2625969.0,38039138304.0,19.281,3.658,11.0,4.229,4.055,3.619,28.257,90.123
Latvia,1988,LVA,2652251.0,39628009472.0,18.853,3.789,9.982,4.612,4.005,3.559,27.268,85.057
Latvia,1989,LVA,2664839.0,41772724224.0,17.931,3.083,9.837,4.539,4.056,3.433,26.367,85.037
Latvia,1990,LVA,2660130.0,42100703232.0,19.662,2.812,10.462,5.493,4.274,2.883,27.337,86.466
Latvia,1991,LVA,2648934.0,36517761024.0,17.92,2.455,9.293,5.455,4.256,2.542,25.822,79.68
Latvia,1992,LVA,2614832.0,24594370560.0,14.194,2.163,7.795,3.976,4.848,2.598,22.717,57.035
Latvia,1993,LVA,2563820.0,21610170368.0,11.922,1.995,7.27,2.594,4.247,2.268,22.226,49.156
Latvia,1994,LVA,2521237.0,21908377600.0,10.37,1.521,6.866,1.874,3.071,1.934,10.575,47.623
Latvia,1995,LVA,2485951.0,21602326528.0,9.134,1.111,5.598,2.297,2.682,1.692,10.263,44.568
Latvia,1996,LVA,2457910.0,21944518656.0,9.212,1.04,6.056,1.977,2.625,1.725,9.14,41.465
Latvia,1997,LVA,2433230.0,23733280768.0,8.68,0.941,5.182,2.417,2.501,1.711,8.154,41.772
Latvia,1998,LVA,2410219.0,25089220608.0,8.306,0.703,5.091,2.37,2.399,1.752,6.648,45.462
Latvia,1999,LVA,2390825.0,25549230080.0,7.718,0.539,4.739,2.264,2.264,1.736,6.76,38.594
Latvia,2000,LVA,2368321.0,26727290880.0,7.082,0.57,3.88,2.504,2.052,1.705,4.953,37.754
Latvia,2001,LVA,2338300.0,28242587648.0,7.497,0.526,3.92,2.906,2.086,1.735,6.138,40.664
Latvia,2002,LVA,2311356.0,30014855168.0,7.52,0.436,3.936,2.979,2.119,1.734,6.348,41.022
Latvia,2003,LVA,2288983.0,32298350592.0,7.726,0.388,4.058,3.092,2.171,1.807,9.554,40.519
Latvia,2004,LVA,2264178.0,34720423936.0,7.731,0.322,4.162,3.072,2.22,1.803,14.133,45.556
Latvia,2005,LVA,2239787.0,38143684608.0,7.811,0.362,4.13,3.152,2.324,1.85,16.402,46.958
Latvia,2006,LVA,2219038.0,42361249792.0,8.31,0.381,4.473,3.262,2.438,1.868,13.919,44.543
Latvia,2007,LVA,2200772.0,46228819968.0,8.637,0.454,4.832,3.147,2.536,1.929,13.69,45.926
Latvia,2008,LVA,2177711.0,44217430016.0,8.198,0.44,4.471,3.085,2.329,1.96,13.086,46.243
Latvia,2009,LVA,2142043.0,37590728704.0,7.456,0.362,4.072,2.827,2.348,1.963,11.95,43.821
Latvia,2010,LVA,2097834.0,35881177088.0,8.555,0.455,4.251,3.393,2.268,1.981,13.286,49.67
Latvia,2011,LVA,2059940.0,37869723648.0,7.811,0.442,3.816,2.975,2.36,2.006,13.414,44.336
Latvia,2012,LVA,2034639.0,40536567808.0,7.52,0.4,3.73,2.792,2.439,2.071,14.025,45.963
Latvia,2013,LVA,2013004.0,41350512640.0,7.369,0.301,3.772,2.729,2.434,2.089,13.203,44.237
Latvia,2014,LVA,1994153.0,42137026560.0,7.172,0.242,3.891,2.448,2.425,2.129,13.775,40.747
Latvia,2015,LVA,1977874.0,43774189568.0,7.262,0.19,4.067,2.506,2.402,2.202,15.552,41.746
Latvia,2016,LVA,1959864.0,44811001856.0,7.211,0.166,4.059,2.607,2.403,2.186,14.281,44.499
Latvia,2017,LVA,1942599.0,46295494656.0,7.215,0.167,4.277,2.299,2.396,2.177,14.56,48.978
Latvia,2018,LVA,1927586.0,48143396864.0,7.857,0.197,4.361,2.704,2.328,2.111,15.809,43.564
Latvia,2019,LVA,1914267.0,49380618240.0,7.648,0.166,4.318,2.548,2.296,2.204,15.208,44.837
Latvia,2020,LVA,1901119.0,48292864000.0,6.998,0.099,4.174,2.103,2.257,2.236,14.494,40.858
Latvia,2021,LVA,1885592.0,50255495168.0,7.238,0.077,4.309,2.232,2.268,2.211,14.837,42.625
Latvia,2022,LVA,1881058.0,51248480256.0,6.62,0.055,4.346,1.593,2.242,2.271,14.356,38.475
Lebanon,2008,LBN,4925360.0,50361561088.0,17.418,0.502,14.594,0.0,2.967,0.797,21.382,66.287
Lebanon,2009,LBN,4992293.0,57304678400.0,20.958,0.502,17.818,0.095,3.046,0.846,24.492,81.972
Lebanon,2010,LBN,5041290.0,64006242304.0,19.997,0.564,16.378,0.484,3.139,0.883,24.376,79.193
Lebanon,2011,LBN,5096018.0,66782068736.0,20.264,0.627,17.06,0.0,3.342,0.99,24.52,79.979
Lebanon,2012,LBN,5235744.0,68494364672.0,22.332,0.627,19.317,0.0,3.546,1.102,26.601,89.541
Lebanon,2013,LBN,5743440.0,71116324864.0,22.163,0.502,19.122,0.0,3.753,1.097,27.229,89.273
Lebanon,2014,LBN,6346993.0,72883560448.0,23.992,0.627,20.753,0.0,3.957,1.138,29.489,91.999
Lebanon,2015,LBN,6472470.0,73219555328.0,25.735,0.627,22.713,0.0,4.09,1.191,31.204,101.518
Libya,1980,LBY,3424375.0,26794354688.0,26.781,0.004,14.196,2.319,65.25,1.094,91.762,117.741
Libya,1981,LBY,3621488.0,21659518976.0,28.668,0.004,19.375,3.356,43.037,1.071,71.476,105.442
Libya,1982,LBY,3724775.0,22274877440.0,30.565,0.004,21.779,1.389,43.292,1.257,73.975,104.302
Libya,1983,LBY,3718967.0,21733019648.0,30.146,0.004,20.456,3.73,41.956,1.257,72.315,112.289
Libya,1984,LBY,3773637.0,20643919872.0,28.276,0.004,17.584,5.617,41.661,1.209,70.221,112.446
Libya,1985,LBY,3898745.0,22390671360.0,31.002,0.004,20.299,6.298,41.13,1.162,72.401,123.672
Libya,1986,LBY,4017404.0,19866519552.0,33.895,0.004,17.606,8.849,40.653,1.166,74.819,129.348
Libya,1987,LBY,4129743.0,16966307840.0,32.348,0.004,19.02,7.94,38.473,1.17,71.051,133.002
Libya,1988,LBY,4237754.0,18275176448.0,36.16,0.004,21.704,8.344,45.048,1.171,81.505,136.179
Libya,1989,LBY,4342927.0,19622825984.0,37.069,0.011,20.907,10.692,45.029,1.21,82.538,140.902
Libya,1990,LBY,4445242.0,20372080640.0,36.514,0.015,18.904,9.273,52.574,1.291,89.619,148.89
Libya,1991,LBY,4544405.0,25389277184.0,42.62,0.015,25.283,9.273,49.812,1.283,92.761,155.436
Libya,1992,LBY,4640358.0,26617786368.0,37.024,0.015,22.929,9.215,43.46,1.216,80.786,145.051
Libya,1993,LBY,4733054.0,27601956864.0,38.708,0.011,25.533,8.897,37.447,1.269,76.657,150.268
Libya,1994,LBY,4822039.0,30319558656.0,51.36,0.015,29.605,9.178,47.438,1.275,99.971,155.36
Libya,1995,LBY,4906851.0,31943528448.0,54.596,0.015,31.878,9.064,51.636,1.374,109.354,162.22
Libya,1996,LBY,4987402.0,35211771904.0,53.952,0.015,29.818,9.757,53.616,1.348,110.228,171.446
Libya,1997,LBY,5064640.0,39983284224.0,51.779,0.015,30.72,10.189,44.868,1.305,97.142,180.536
Libya,1998,LBY,5140710.0,41617600512.0,51.653,0.0,31.739,10.189,41.075,1.375,93.438,173.741
Libya,1999,LBY,5218040.0,45257158656.0,50.26,0.0,33.35,7.925,37.71,1.468,88.723,156.842
Libya,2000,LBY,5305020.0,49983451136.0,53.239,0.0,34.152,9.497,40.442,1.338,94.28,212.946
Libya,2001,LBY,5403637.0,54225698816.0,53.114,0.0,34.563,10.076,37.19,1.316,90.763,214.66
Libya,2002,LBY,5508411.0,57785798656.0,52.525,0.0,33.833,10.431,36.055,1.403,89.404,221.283
Libya,2003,LBY,5619403.0,70475276288.0,55.477,0.0,34.936,10.563,41.307,1.434,97.197,218.016
Libya,2004,LBY,5736696.0,79415541760.0,56.85,0.0,34.603,12.864,40.711,1.52,98.196,223.347
Libya,2005,LBY,5858791.0,94523146240.0,55.986,0.0,34.984,10.915,44.416,1.607,101.118,230.981
Libya,2006,LBY,5980212.0,108873000000.0,53.777,0.004,34.519,8.955,43.34,1.691,97.964,211.797
Libya,2007,LBY,6104379.0,123716000000.0,44.392,0.0,25.219,9.944,41.153,1.717,86.434,210.398
Libya,2008,LBY,6235433.0,153727000000.0,49.699,0.0,29.81,10.281,42.253,1.75,93.049,218.432
Lithuania,1985,LTU,3562393.0,47660892160.0,40.477,3.555,27.826,7.297,7.155,8.312,57.76,180.693
Lithuania,1986,LTU,3593781.0,49468977152.0,36.035,4.158,23.189,6.853,7.155,8.307,53.317,166.729
Lithuania,1987,LTU,3627368.0,50529333248.0,36.044,4.063,22.251,7.865,7.223,8.314,53.16,174.668
Lithuania,1988,LTU,3672653.0,54561832960.0,36.441,4.227,21.653,8.305,7.134,8.13,52.894,183.32
Lithuania,1989,LTU,3696106.0,54088605696.0,36.79,3.935,21.899,8.674,7.216,7.807,52.798,198.573
Lithuania,1990,LTU,3695015.0,51021991936.0,35.772,3.19,19.809,10.598,7.382,6.253,50.546,196.066
Lithuania,1991,LTU,3701409.0,47786758144.0,37.855,3.559,21.305,10.932,7.307,5.583,52.129,206.558
Lithuania,1992,LTU,3697553.0,37159350272.0,21.203,1.665,12.105,6.303,7.453,5.059,34.374,131.355
Lithuania,1993,LTU,3680202.0,30736279552.0,16.355,1.468,10.915,3.422,6.251,4.494,25.843,103.416
Lithuania,1994,LTU,3654893.0,27661451264.0,15.802,1.223,10.063,3.989,5.534,4.135,33.079,89.101
Lithuania,1995,LTU,3627038.0,29216540672.0,15.092,0.982,9.05,4.577,5.085,4.025,26.824,99.369
Lithuania,1996,LTU,3599721.0,30721763328.0,15.775,0.897,9.436,4.939,4.931,4.428,27.567,108.301
Lithuania,1997,LTU,3573418.0,33267369984.0,15.198,0.739,9.336,4.56,4.911,4.503,28.838,100.435
Lithuania,1998,LTU,3547769.0,35744382976.0,16.032,0.648,10.731,4.012,4.809,4.69,30.061,107.84
Lithuania,1999,LTU,3522905.0,35335380992.0,13.485,0.549,8.378,4.044,4.584,4.66,26.605,88.175
Lithuania,2000,LTU,3500410.0,36684800000.0,11.878,0.38,6.479,4.546,4.42,4.815,8.793,78.499
Lithuania,2001,LTU,3473008.0,39077068800.0,12.629,0.343,7.142,4.658,4.213,4.847,13.808,90.348
Lithuania,2002,LTU,3444051.0,41716674560.0,12.701,0.549,6.922,4.755,4.428,5.057,12.68,97.976
Lithuania,2003,LTU,3415276.0,46106058752.0,12.695,0.716,6.37,5.144,4.383,5.124,14.951,102.23
Lithuania,2004,LTU,3376703.0,49123581952.0,13.29,0.689,6.855,5.194,4.415,5.292,23.121,103.367
Lithuania,2005,LTU,3322264.0,52913078272.0,13.901,0.765,7.221,5.351,4.379,5.509,20.002,94.338
Lithuania,2006,LTU,3269809.0,56827408384.0,14.234,1.033,7.159,5.333,4.377,5.476,20.29,89.705
Lithuania,2007,LTU,3231378.0,63122231296.0,15.519,1.028,7.537,6.266,4.494,6.083,23.101,99.092
Lithuania,2008,LTU,3198483.0,64776245248.0,14.958,0.87,7.811,5.605,4.5,5.849,25.069,97.826
Lithuania,2009,LTU,3163258.0,55174533120.0,12.861,0.691,6.878,4.752,4.367,5.485,24.034,90.027
Lithuania,2010,LTU,3097719.0,56073777152.0,13.834,0.845,6.832,5.566,4.357,5.532,25.904,66.198
Lithuania,2011,LTU,3028642.0,59460370432.0,13.991,0.975,6.509,5.874,4.322,6.088,27.729,68.697
